Ontario,Downwind,Covered,1,1.5,72,21
Ontario,Downwind,Covered,1,1.5,75,21
Ontario,Downwind,Covered,1,1.5,72,21
Ontario,Downwind,Covered,1,1.5,64,21
Ontario,Downwind,Covered,1,1.5,73,21
Ontario,Downwind,Covered,1,1.5,68,21
Ontario,Downwind,Covered,1,1.5,77,21
Ontario,Downwind,Covered,1,1.5,76,21
Ontario,Downwind,Covered,1,1.5,78,21
Ontario,Downwind,Covered,1,1.5,74,21
Ontario,Downwind,Covered,2,1.5,86,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,90,21
Ontario,Downwind,Covered,2,1.5,90,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,92,21
Ontario,Downwind,Covered,2,1.5,91,21
Ontario,Downwind,Covered,2,1.5,89,21
Ontario,Downwind,Covered,2,1.5,88,21
Ontario,Downwind,Covered,3,1.5,88,21
Ontario,Downwind,Covered,3,1.5,87,21
Ontario,Downwind,Covered,3,1.5,89,21
Ontario,Downwind,Covered,3,1.5,88,21
Ontario,Downwind,Covered,3,1.5,92,21
Ontario,Downwind,Covered,3,1.5,90,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Covered,3,1.5,90,21
Ontario,Downwind,Covered,3,1.5,91,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,71,21
Ontario,Downwind,Non-covered,1,1.5,82,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,78,21
Ontario,Downwind,Non-covered,1,1.5,79,21
Ontario,Downwind,Non-covered,1,1.5,77,21
Ontario,Downwind,Non-covered,1,1.5,80,21
Ontario,Downwind,Non-covered,1,1.5,82,21
Ontario,Downwind,Non-covered,1,1.5,85,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,80,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,74,21
Ontario,Downwind,Non-covered,2,1.5,76,21
Ontario,Downwind,Non-covered,2,1.5,75,21
Ontario,Downwind,Non-covered,2,1.5,76,21
Ontario,Downwind,Non-covered,2,1.5,77,21
Ontario,Downwind,Non-covered,2,1.5,80,21
Ontario,Downwind,Non-covered,2,1.5,77,21
Ontario,Downwind,Non-covered,3,1.5,84,21
Ontario,Downwind,Non-covered,3,1.5,82,21
Ontario,Downwind,Non-covered,3,1.5,78,21
Ontario,Downwind,Non-covered,3,1.5,87,21
Ontario,Downwind,Non-covered,3,1.5,87,21
Ontario,Downwind,Non-covered,3,1.5,89,21
Ontario,Downwind,Non-covered,3,1.5,86,21
Ontario,Downwind,Non-covered,3,1.5,85,21
Ontario,Downwind,Non-covered,3,1.5,81,21
Ontario,Downwind,Non-covered,3,1.5,82,21
Ontario,Downwind,Covered,1,3,62,21
Ontario,Downwind,Covered,1,3,64,21
Ontario,Downwind,Covered,1,3,63,21
Ontario,Downwind,Covered,1,3,70,21
Ontario,Downwind,Covered,1,3,73,21
Ontario,Downwind,Covered,1,3,71,21
Ontario,Downwind,Covered,1,3,69,21
Ontario,Downwind,Covered,1,3,70,21
Ontario,Downwind,Covered,1,3,72,21
Ontario,Downwind,Covered,1,3,73,21
Ontario,Downwind,Covered,2,3,90,21
Ontario,Downwind,Covered,2,3,88,21
Ontario,Downwind,Covered,2,3,87,21
Ontario,Downwind,Covered,2,3,85,21
Ontario,Downwind,Covered,2,3,90,21
Ontario,Downwind,Covered,2,3,87,21
Ontario,Downwind,Covered,2,3,89,21
Ontario,Downwind,Covered,2,3,88,21
Ontario,Downwind,Covered,2,3,86,21
Ontario,Downwind,Covered,2,3,86,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,90,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,87,21
Ontario,Downwind,Covered,3,3,89,21
Ontario,Downwind,Covered,3,3,91,21
Ontario,Downwind,Covered,3,3,91,21
Ontario,Downwind,Covered,3,3,87,21
Ontario,Downwind,Non-covered,1,3,86,21
Ontario,Downwind,Non-covered,1,3,85,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,1,3,86,21
Ontario,Downwind,Non-covered,1,3,85,21
Ontario,Downwind,Non-covered,1,3,80,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,1,3,90,21
Ontario,Downwind,Non-covered,1,3,89,21
Ontario,Downwind,Non-covered,1,3,87,21
Ontario,Downwind,Non-covered,2,3,86,21
Ontario,Downwind,Non-covered,2,3,85,21
Ontario,Downwind,Non-covered,2,3,82,21
Ontario,Downwind,Non-covered,2,3,77,21
Ontario,Downwind,Non-covered,2,3,81,21
Ontario,Downwind,Non-covered,2,3,78,21
Ontario,Downwind,Non-covered,2,3,79,21
Ontario,Downwind,Non-covered,2,3,75,21
Ontario,Downwind,Non-covered,2,3,80,21
Ontario,Downwind,Non-covered,2,3,79,21
Ontario,Downwind,Non-covered,3,3,83,21
Ontario,Downwind,Non-covered,3,3,89,21
Ontario,Downwind,Non-covered,3,3,84,21
Ontario,Downwind,Non-covered,3,3,89,21
Ontario,Downwind,Non-covered,3,3,85,21
Ontario,Downwind,Non-covered,3,3,76,21
Ontario,Downwind,Non-covered,3,3,83,21
Ontario,Downwind,Non-covered,3,3,82,21
Ontario,Downwind,Non-covered,3,3,84,21
Ontario,Downwind,Non-covered,3,3,85,21
Ontario,Downwind,Covered,1,4.6,78,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,1,4.6,75,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,1,4.6,81,21
Ontario,Downwind,Covered,1,4.6,76,21
Ontario,Downwind,Covered,1,4.6,74,21
Ontario,Downwind,Covered,1,4.6,79,21
Ontario,Downwind,Covered,1,4.6,78,21
Ontario,Downwind,Covered,1,4.6,80,21
Ontario,Downwind,Covered,2,4.6,87,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,2,4.6,87,21
Ontario,Downwind,Covered,2,4.6,89,21
Ontario,Downwind,Covered,2,4.6,90,21
Ontario,Downwind,Covered,2,4.6,91,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,2,4.6,86,21
Ontario,Downwind,Covered,3,4.6,87,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,90,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,89,21
Ontario,Downwind,Covered,3,4.6,91,21
Ontario,Downwind,Covered,3,4.6,88,21
Ontario,Downwind,Covered,3,4.6,88,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,91,21
Ontario,Downwind,Non-covered,1,4.6,90,21
Ontario,Downwind,Non-covered,1,4.6,90,21
