Wisconsin,Downwind,Non-covered,N-1,0,,28
Wisconsin,Downwind,Non-covered,N-1,0,,28
Wisconsin,Downwind,Non-covered,N-1,0,,28
Wisconsin,Downwind,Non-covered,N-1,0.5,80,28
Wisconsin,Downwind,Non-covered,N-1,0.5,77,28
Wisconsin,Downwind,Non-covered,N-1,0.5,78,28
Wisconsin,Downwind,Non-covered,N-1,1,82,28
Wisconsin,Downwind,Non-covered,N-1,1,78,28
Wisconsin,Downwind,Non-covered,N-1,1,78,28
Wisconsin,Downwind,Non-covered,N-1,1.5,82,28
Wisconsin,Downwind,Non-covered,N-1,1.5,81,28
Wisconsin,Downwind,Non-covered,N-1,1.5,82,28
Wisconsin,Downwind,Non-covered,N-1,2,82,28
Wisconsin,Downwind,Non-covered,N-1,2,80,28
Wisconsin,Downwind,Non-covered,N-1,2,83,28
Wisconsin,Downwind,Non-covered,N-1,2.5,84,28
Wisconsin,Downwind,Non-covered,N-1,2.5,78,28
Wisconsin,Downwind,Non-covered,N-1,2.5,80,28
Wisconsin,Downwind,Non-covered,N-1,3,78,28
Wisconsin,Downwind,Non-covered,N-1,3,82,28
Wisconsin,Downwind,Non-covered,N-1,3,76,28
Wisconsin,Downwind,Non-covered,N-1,3.5,82,28
Wisconsin,Downwind,Non-covered,N-1,3.5,80,28
Wisconsin,Downwind,Non-covered,N-1,3.5,77,28
Wisconsin,Downwind,Non-covered,N-1,4,85,28
Wisconsin,Downwind,Non-covered,N-1,4,84,28
Wisconsin,Downwind,Non-covered,N-1,4,82,28
Wisconsin,Downwind,Non-covered,N-1,4.5,83,28
Wisconsin,Downwind,Non-covered,N-1,4.5,84,28
Wisconsin,Downwind,Non-covered,N-1,4.5,83,28
Wisconsin,Downwind,Non-covered,N-1,5,80,28
Wisconsin,Downwind,Non-covered,N-1,5,84,28
Wisconsin,Downwind,Non-covered,N-1,5,81,28
Wisconsin,Downwind,Non-covered,N-1,5.5,80,28
Wisconsin,Downwind,Non-covered,N-1,5.5,82,28
