Nebraska,Downwind,Covered,1,1.5,50,21
Nebraska,Downwind,Covered,1,3,50,21
Nebraska,Downwind,Covered,1,4.6,35,21
Nebraska,Downwind,Covered,1,6.1,40,21
Nebraska,Downwind,Covered,1,7.6,35,21
Nebraska,Downwind,Covered,1,9.1,35,21
Nebraska,Downwind,Covered,1,10.7,35,21
Nebraska,Downwind,Covered,1,12.2,35,21
Nebraska,Downwind,Covered,1,13.7,40,21
Nebraska,Downwind,Covered,1,15.2,40,21
Nebraska,Downwind,Covered,2,1.5,55,21
Nebraska,Downwind,Covered,2,3,50,21
Nebraska,Downwind,Covered,2,4.6,45,21
Nebraska,Downwind,Covered,2,6.1,40,21
Nebraska,Downwind,Covered,2,7.6,35,21
Nebraska,Downwind,Covered,2,9.1,35,21
Nebraska,Downwind,Covered,2,10.7,35,21
Nebraska,Downwind,Covered,2,12.2,30,21
Nebraska,Downwind,Covered,2,13.7,25,21
Nebraska,Downwind,Covered,2,15.2,30,21
Nebraska,Downwind,Covered,3,1.5,60,21
Nebraska,Downwind,Covered,3,3,55,21
Nebraska,Downwind,Covered,3,4.6,60,21
Nebraska,Downwind,Covered,3,6.1,60,21
Nebraska,Downwind,Covered,3,7.6,55,21
Nebraska,Downwind,Covered,3,9.1,55,21
Nebraska,Downwind,Covered,3,10.7,40,21
Nebraska,Downwind,Covered,3,12.2,35,21
Nebraska,Downwind,Covered,3,13.7,30,21
Nebraska,Downwind,Covered,3,15.2,25,21
Nebraska,Downwind,Non-covered,1,1.5,70,21
Nebraska,Downwind,Non-covered,1,3,65,21
Nebraska,Downwind,Non-covered,1,4.6,50,21
Nebraska,Downwind,Non-covered,1,6.1,45,21
Nebraska,Downwind,Non-covered,1,7.6,45,21
Nebraska,Downwind,Non-covered,1,9.1,45,21
Nebraska,Downwind,Non-covered,1,10.7,45,21
Nebraska,Downwind,Non-covered,1,12.2,45,21
Nebraska,Downwind,Non-covered,1,13.7,45,21
Nebraska,Downwind,Non-covered,1,15.2,45,21
Nebraska,Downwind,Non-covered,2,1.5,65,21
Nebraska,Downwind,Non-covered,2,3,65,21
Nebraska,Downwind,Non-covered,2,4.6,45,21
Nebraska,Downwind,Non-covered,2,6.1,45,21
Nebraska,Downwind,Non-covered,2,7.6,50,21
Nebraska,Downwind,Non-covered,2,9.1,45,21
Nebraska,Downwind,Non-covered,2,10.7,45,21
Nebraska,Downwind,Non-covered,2,12.2,45,21
Nebraska,Downwind,Non-covered,2,13.7,45,21
Nebraska,Downwind,Non-covered,2,15.2,45,21
Nebraska,Downwind,Non-covered,3,1.5,70,21
Nebraska,Downwind,Non-covered,3,3,65,21
Nebraska,Downwind,Non-covered,3,4.6,65,21
Nebraska,Downwind,Non-covered,3,6.1,60,21
Nebraska,Downwind,Non-covered,3,7.6,60,21
Nebraska,Downwind,Non-covered,3,9.1,60,21
Nebraska,Downwind,Non-covered,3,10.7,60,21
Nebraska,Downwind,Non-covered,3,12.2,55,21
Nebraska,Downwind,Non-covered,3,13.7,55,21
Nebraska,Downwind,Non-covered,3,15.2,50,21
